datetime,air.temp,headwind,humidity
2023-02-23 23:00:00,2.306,0.233216934,67.87
2023-02-23 23:10:00,2.294,0.054525839,67.69
2023-02-23 23:20:00,2.244,0.092474798,67.98
2023-02-23 23:30:00,2.117,-0.189948094,69.1
2023-02-23 23:40:00,1.889,-0.25194375,69.51
2023-02-23 23:50:00,1.765,-0.527400029,70.78
2023-02-24 00:00:00,1.695,-0.287251396,70.81
2023-02-24 00:10:00,1.63,-0.50215719,71.33
2023-02-24 00:20:00,1.598,-0.510418012,71.18
2023-02-24 00:30:00,1.608,-0.608151115,70.61
2023-02-24 00:40:00,1.727,-0.784758901,69.69
2023-02-24 00:50:00,1.951,-0.944192773,67.89
2023-02-24 01:00:00,2.158,-0.445921963,66.61
2023-02-24 01:10:00,2.154,-0.863141796,67.39
2023-02-24 01:20:00,1.937,-0.842211875,68.61
2023-02-24 01:30:00,1.81,-1.562067635,68.75
2023-02-24 01:40:00,1.776,-1.73839715,68.13
2023-02-24 01:50:00,1.745,-1.953828595,70.7
2023-02-24 02:00:00,1.379,-1.830917596,72.58
2023-02-24 02:10:00,0.975,-2.046333477,74.64
2023-02-24 02:20:00,0.798,-1.814315066,73.68
2023-02-24 02:30:00,1.336,-1.799476872,71.8
2023-02-24 02:40:00,1.219,-2.007027085,73.02
2023-02-24 02:50:00,1.176,-2.299081023,74.14
2023-02-24 03:00:00,1.039,-2.368148951,75.91
2023-02-24 03:10:00,1.039,-2.390527638,76.01
2023-02-24 03:20:00,0.738,-2.231471109,78.17
2023-02-24 03:30:00,0.69,-2.560292955,77.86
2023-02-24 03:40:00,0.582,-2.369711488,78.96
2023-02-24 03:50:00,0.535,-2.700248006,78.7
2023-02-24 04:00:00,0.759,-2.489941429,76.24
2023-02-24 04:10:00,1.431,-2.78992693,73.37
2023-02-24 04:20:00,1.47,-2.851496352,72.53
2023-02-24 04:30:00,1.477,-3.025723273,74.48
2023-02-24 04:40:00,1.384,-3.355529376,72.63
2023-02-24 04:50:00,1.339,-3.094543467,74.5
2023-02-24 05:00:00,1.428,-3.187749177,74.43
2023-02-24 05:10:00,1.436,-3.314831659,74.43
2023-02-24 05:20:00,1.407,-3.380649093,75.3
2023-02-24 05:30:00,1.489,-3.267087396,75.33
2023-02-24 05:40:00,1.411,-3.361916871,76.98
2023-02-24 05:50:00,1.282,-3.399139736,78.23
2023-02-24 06:00:00,1.19,-3.40325611,78.93
2023-02-24 06:10:00,1.164,-3.314805666,79.36
2023-02-24 06:20:00,1.091,-3.505914561,80.5
2023-02-24 06:30:00,0.993,-3.85286726,81.3
2023-02-24 06:40:00,0.909,-3.668655788,82.3
2023-02-24 06:50:00,0.88,-3.360377998,82.3
2023-02-24 07:00:00,0.963,-3.152452707,82.5
2023-02-24 07:10:00,1.012,-3.332252051,83.1
2023-02-24 07:20:00,1.184,-3.070466306,83
2023-02-24 07:30:00,1.307,-2.95203994,83.4
2023-02-24 07:40:00,1.422,-2.893499295,83.7
2023-02-24 07:50:00,1.589,-3.057321528,83.9
2023-02-24 08:00:00,1.729,-2.78982654,83.9
2023-02-24 08:10:00,1.92,-3.254021068,83.9
2023-02-24 08:20:00,1.841,-3.209228199,85
2023-02-24 08:30:00,2.65,-2.365091503,86.9
2023-02-24 08:40:00,3.616,-1.903842565,83.9
2023-02-24 08:50:00,3.978,-1.985587197,84.1
2023-02-24 09:00:00,4.185,-1.655941099,84.1
2023-02-24 09:10:00,4.345,-1.9412262,84.3
2023-02-24 09:40:00,4.989,-1.511921457,84.9
2023-02-24 09:50:00,5.19,-1.535889991,85.5
2023-02-24 10:00:00,5.416,-1.391858318,85
2023-02-24 10:10:00,5.482,-1.359299741,85.9
2023-02-24 10:20:00,5.993,-0.618858555,86.3
2023-02-24 10:30:00,6.534,-0.440775869,85.9
2023-02-24 10:40:00,7.305,1.165653735,84.6
2023-02-24 10:50:00,7.721,1.769937003,83.6
2023-02-24 11:10:00,8.22,1.592114793,81.8
2023-02-24 12:00:00,8.99,2.548255955,78.65
2023-02-24 12:10:00,9.08,2.656415336,77.11
2023-02-24 12:20:00,9.21,2.590902727,76.98
2023-02-24 12:30:00,9.29,2.408392695,77.07
2023-02-24 12:40:00,9.2,1.701066207,77.41
2023-02-24 12:50:00,9.23,1.827183438,76.76
2023-02-24 13:00:00,9.77,1.835589394,74.67
2023-02-24 13:10:00,9.98,1.960292497,72.79
2023-02-24 13:20:00,9.72,2.761882291,74.16
2023-02-24 13:30:00,8.93,4.06332101,81.4
2023-02-24 13:40:00,7.2,2.863628342,89.5
2023-02-24 13:50:00,6.958,2.058912453,91.6
2023-02-24 14:00:00,6.954,2.318550202,92
2023-02-24 14:10:00,7.266,2.450132641,90
2023-02-24 14:20:00,7.527,2.059223403,87.9
2023-02-24 14:30:00,7.566,1.805702507,86.4
2023-02-24 14:40:00,7.61,2.030508913,84.8
2023-02-24 14:50:00,7.675,1.433522768,86.7
2023-02-24 15:00:00,7.942,2.143506269,80.9
2023-02-24 15:10:00,8.39,3.092522337,73.14
2023-02-24 15:20:00,8.66,3.417453543,69
2023-02-24 15:30:00,8.72,2.587651715,68.48
2023-02-24 15:40:00,8.65,2.465198593,68.89
2023-02-24 15:50:00,8.6,1.98560246,68.84
2023-02-24 16:00:00,8.66,1.538646482,67.87
2023-02-24 16:10:00,8.74,3.234263332,58.94
2023-02-24 16:20:00,8.88,3.975623915,57.39
2023-02-24 16:30:00,8.84,3.610739453,58.15
2023-02-24 16:40:00,8.7,2.741667471,59.31
2023-02-24 16:50:00,8.61,2.784517838,60.89
2023-02-24 17:00:00,8.54,2.928205399,61.74
2023-02-24 17:10:00,8.25,3.543016293,65.92
2023-02-24 17:20:00,7.775,4.347690839,66.26
2023-02-24 17:30:00,7.538,3.870875244,67.63
2023-02-24 17:40:00,7.243,3.376726664,67.73
2023-02-24 17:50:00,7.099,3.28989437,67.32
2023-02-24 18:00:00,6.983,3.433535325,67.97
2023-02-24 18:10:00,6.775,3.033324264,68.59
2023-02-24 18:20:00,6.7,2.767780785,69.35
2023-02-24 18:30:00,6.427,2.691895656,70.07
2023-02-24 18:40:00,6.377,3.268502593,70.45
2023-02-24 18:50:00,6.101,2.984089267,71.82
2023-02-24 19:00:00,5.834,2.748134628,73.05
2023-02-24 19:10:00,5.681,3.263300417,73.05
2023-02-24 19:20:00,5.685,3.093561744,72.9
2023-02-24 19:30:00,5.643,2.526061573,72.54
2023-02-24 19:40:00,5.588,2.419468619,72.71
2023-02-24 19:50:00,5.462,2.083257838,72.54
2023-02-24 20:00:00,5.277,2.683143591,73
2023-02-24 20:10:00,5.017,2.468756954,73.98
2023-02-24 20:20:00,4.928,2.045438596,74.15
2023-02-24 20:30:00,4.988,2.812056944,71.7
2023-02-24 20:40:00,5.095,3.016141421,72.2
2023-02-24 20:50:00,4.964,2.876854989,73
2023-02-24 21:00:00,4.732,2.761252867,73.86
2023-02-24 21:10:00,4.526,2.955048256,75.38
2023-02-24 21:20:00,4.309,3.057459228,76.24
2023-02-24 21:30:00,4.23,3.46819473,76.77
2023-02-24 21:40:00,4.113,2.968855943,77.32
2023-02-24 21:50:00,3.965,2.762898553,78.42
2023-02-24 22:00:00,3.819,2.432880193,78.95
2023-02-24 22:10:00,3.628,2.660810005,79.88
2023-02-24 22:20:00,3.488,2.508543509,80.4
2023-02-24 22:30:00,3.391,2.440144372,80.7
2023-02-24 22:40:00,3.191,2.26796262,81.5
2023-02-24 22:50:00,3.021,2.340409349,81.5
2023-02-24 23:00:00,2.892,1.824106809,82
2023-02-24 23:10:00,2.805,1.930057495,82.1
2023-02-24 23:20:00,2.689,1.910223223,82.2
2023-02-24 23:30:00,2.584,1.918090123,82.4
2023-02-24 23:40:00,2.584,2.015784408,82.5
2023-02-24 23:50:00,2.546,2.059111969,82.4
2023-02-25 00:00:00,2.561,2.13051831,82.1
2023-02-25 00:10:00,2.724,2.57321537,81.3
2023-02-25 00:20:00,2.647,1.855962035,82
2023-02-25 00:30:00,2.627,1.734720908,82
2023-02-25 00:40:00,2.667,1.739824654,81.6
2023-02-25 00:50:00,2.62,1.833159,82
2023-02-25 01:00:00,2.656,2.200628879,81.6
2023-02-25 01:10:00,2.837,2.319249386,81.2
2023-02-25 01:20:00,2.909,1.957184394,81.3
2023-02-25 01:30:00,2.891,1.996819341,81.7
2023-02-25 01:40:00,2.85,1.876066715,81.9
2023-02-25 01:50:00,2.82,1.962213943,81.6
2023-02-25 02:00:00,2.656,2.471272373,82.4
2023-02-25 02:10:00,2.441,2.040247574,82.9
2023-02-25 02:20:00,2.254,1.930524974,83.8
2023-02-25 02:30:00,2.057,2.02391916,84.3
2023-02-25 02:40:00,1.958,1.816967514,84.7
2023-02-25 02:50:00,1.872,1.906027902,85.3
2023-02-25 03:00:00,1.816,1.638075981,85.2
2023-02-25 03:10:00,1.789,1.617353033,85.2
2023-02-25 03:20:00,1.802,1.715626534,85.1
2023-02-25 03:30:00,1.884,2.021630372,84.9
2023-02-25 03:40:00,1.892,2.169086412,84.8
2023-02-25 03:50:00,1.989,2.232322659,84.3
2023-02-25 04:00:00,2.02,2.208992688,84.2
2023-02-25 04:10:00,2.053,2.209950037,84.4
2023-02-25 04:20:00,2.122,2.062464333,84.5
2023-02-25 04:30:00,2.186,2.124472143,84.3
2023-02-25 04:40:00,2.226,1.598920218,84.3
2023-02-25 04:50:00,2.18,2.131430193,84.2
2023-02-25 05:00:00,2.129,2.188060883,84.1
2023-02-25 05:10:00,2.136,2.565669284,83.7
2023-02-25 05:20:00,2.21,2.329391884,83.6
2023-02-25 05:30:00,2.295,2.30111236,82.9
2023-02-25 05:40:00,2.349,2.652356069,82.6
2023-02-25 05:50:00,2.306,2.456112268,82.8
2023-02-25 06:00:00,2.255,2.77252326,83.1
2023-02-25 06:10:00,2.215,2.846000143,83
2023-02-25 06:20:00,2.253,2.752361346,83.2
2023-02-25 06:30:00,2.255,2.897339114,83.4
2023-02-25 06:40:00,2.33,3.153516184,82.7
2023-02-25 06:50:00,2.323,2.245916724,82.9
2023-02-25 07:00:00,2.363,2.429425032,82.4
2023-02-25 07:10:00,2.416,2.953578025,81.3
2023-02-25 07:20:00,2.519,3.366352589,80.9
2023-02-25 07:30:00,2.529,2.736017543,80.3
2023-02-25 07:40:00,2.549,2.768173342,80.2
2023-02-25 07:50:00,2.612,2.559515036,79.91
2023-02-25 08:00:00,2.643,2.558202835,79.81
2023-02-25 08:10:00,2.699,3.464561979,79.47
2023-02-25 08:20:00,2.754,2.632764832,79.26
2023-02-25 11:40:00,4.788,4.400548434,70.66
2023-02-25 13:00:00,5.814,4.265714674,61.44
2023-02-25 13:30:00,5.876,4.479867208,59.66
2023-02-25 13:40:00,5.906,4.052511828,61.68
2023-02-25 13:50:00,5.842,5.177220512,63.09
2023-02-25 14:00:00,5.695,3.945493169,63.05
2023-02-25 14:10:00,5.997,3.427425167,62.34
2023-02-25 14:20:00,6.187,4.258174712,63.04
2023-02-25 14:30:00,6.071,3.933332863,61.27
2023-02-25 14:40:00,6.027,4.146688245,60.49
2023-02-25 14:50:00,6.51,4.006240804,59.05
2023-02-25 15:00:00,6.221,4.713520134,61.98
2023-02-25 15:10:00,5.879,5.678934127,64.1
2023-02-25 15:20:00,5.676,4.193774816,65.52
2023-02-25 15:30:00,5.622,3.75630816,66.86
2023-02-25 15:40:00,5.589,4.390098045,69.39
2023-02-25 15:50:00,5.137,4.58154097,72.23
2023-02-25 16:00:00,4.988,4.105973801,70.14
2023-02-25 16:10:00,5.128,3.615265972,69.35
2023-02-25 16:20:00,5.082,3.799162963,69.89
2023-02-25 16:30:00,4.917,4.235943926,70.67
2023-02-25 16:40:00,4.709,3.911740459,72.66
2023-02-25 16:50:00,4.696,3.55454385,72.44
2023-02-25 17:00:00,4.851,4.433011717,70.57
2023-02-25 17:10:00,4.97,4.10543414,71.15
2023-02-25 17:20:00,4.762,3.697261534,72.61
2023-02-25 17:30:00,4.68,4.669591705,71.92
2023-02-25 17:40:00,4.5,5.43060618,71.02
2023-02-25 17:50:00,4.237,4.492030965,72.11
2023-02-25 18:00:00,4.175,4.446547514,71.92
2023-02-25 18:10:00,4.024,3.727821937,72.75
2023-02-25 18:20:00,3.806,3.295885148,74.58
2023-02-25 18:30:00,3.636,3.26664973,75.58
2023-02-25 18:40:00,3.678,3.634813497,75.6
2023-02-25 18:50:00,3.753,4.183794476,75.42
2023-02-25 19:00:00,3.751,3.746208692,75.56
2023-02-25 19:10:00,3.664,3.581871621,75.52
2023-02-25 19:20:00,3.617,3.673963962,75.32
2023-02-25 19:30:00,3.491,3.18270068,75.25
2023-02-25 19:40:00,3.531,3.641441088,74.67
2023-02-25 19:50:00,3.523,3.289670377,74.67
2023-02-25 20:00:00,3.567,3.428173316,74.98
2023-02-25 20:10:00,3.5,2.830561762,75.32
2023-02-25 20:20:00,3.311,2.697538611,75.92
2023-02-25 20:30:00,3.091,2.677612236,77.14
2023-02-25 20:40:00,2.884,3.047113679,78.95
2023-02-25 20:50:00,2.805,2.739876763,80
2023-02-25 21:00:00,2.747,2.703119193,81.1
2023-02-25 21:10:00,2.683,2.907816115,82.1
2023-02-25 21:20:00,2.61,2.740398773,83.2
2023-02-25 21:30:00,2.514,3.013187226,84.2
2023-02-25 21:40:00,2.47,2.929238504,84.7
2023-02-25 21:50:00,2.462,2.817825472,84.9
2023-02-25 22:00:00,2.405,2.981297376,84.8
2023-02-25 22:10:00,2.331,2.909444274,84.8
2023-02-25 22:20:00,2.253,3.123583345,85.4
2023-02-25 22:30:00,2.144,3.02530168,86.2
2023-02-25 22:40:00,2.02,3.135131024,86.5
2023-02-25 22:50:00,1.945,2.851373866,87.1
2023-02-25 23:00:00,1.808,2.590732556,87.4
2023-02-25 23:10:00,1.75,2.301845939,87.8
2023-02-25 23:20:00,1.694,2.594283976,87.9
2023-02-25 23:30:00,1.706,2.49894692,87.9
2023-02-25 23:40:00,1.685,2.378745976,88.1
2023-02-25 23:50:00,1.716,2.580498111,87.9
2023-02-26 00:00:00,1.65,2.415658806,88.2
2023-02-26 00:10:00,1.685,2.413598661,88.2
2023-02-26 00:20:00,1.679,2.481416434,88.6
2023-02-26 00:30:00,1.645,2.783743608,88.8
2023-02-26 00:40:00,1.545,2.693943827,89.2
2023-02-26 00:50:00,1.454,2.755821853,89.8
2023-02-26 01:00:00,1.426,2.538189667,89.8
2023-02-26 01:10:00,1.53,2.718301329,89.8
2023-02-26 01:20:00,1.701,2.521667759,89.3
2023-02-26 01:30:00,1.759,2.978799353,89
2023-02-26 01:40:00,1.702,3.074525547,89
2023-02-26 01:50:00,1.504,2.966730764,89.7
2023-02-26 02:00:00,1.36,2.344689933,90.2
2023-02-26 02:10:00,1.177,2.288630958,90.7
2023-02-26 02:20:00,1.09,2.5457784,91.1
2023-02-26 02:30:00,1.035,2.184133054,91.3
2023-02-26 02:40:00,1.048,2.597474713,91.2
2023-02-26 02:50:00,1.028,3.142283294,91
2023-02-26 03:00:00,1.086,3.138498514,90.9
2023-02-26 03:10:00,1.107,3.441975226,91.1
2023-02-26 03:20:00,1.071,3.474319324,91.3
2023-02-26 03:30:00,1.035,3.448640078,91.8
2023-02-26 03:40:00,0.946,3.28259135,92.1
2023-02-26 03:50:00,0.859,3.268837349,92.4
2023-02-26 04:00:00,0.842,3.339970267,92.7
2023-02-26 04:10:00,0.853,3.138146887,92.5
2023-02-26 04:20:00,0.852,2.769533029,92.3
2023-02-26 04:30:00,0.896,2.546088554,92
2023-02-26 04:40:00,0.913,2.698367629,91.5
2023-02-26 04:50:00,0.977,2.365510189,91
2023-02-26 05:00:00,0.895,2.807807424,91.6
2023-02-26 05:10:00,0.829,2.486798495,92.4
2023-02-26 05:20:00,0.852,2.782617508,92.6
2023-02-26 05:30:00,0.944,2.533637874,92.5
2023-02-26 05:40:00,1.048,3.373534132,92.2
2023-02-26 05:50:00,1.129,3.521173266,91.8
2023-02-26 06:00:00,1.149,2.899154019,91.6
2023-02-26 06:10:00,1.021,3.247493832,92
2023-02-26 06:20:00,1.042,3.373393965,91.7
2023-02-26 06:30:00,1.123,3.814912773,90.9
2023-02-26 06:40:00,1.16,3.290746462,90.5
2023-02-26 06:50:00,1.112,3.002637257,90.3
2023-02-26 07:00:00,1.192,3.252171032,90.1
2023-02-26 07:10:00,1.213,2.940293071,89.9
2023-02-26 07:20:00,1.287,2.73488598,89.5
2023-02-26 07:30:00,1.418,3.236951988,88.9
2023-02-26 07:40:00,1.508,2.751621783,88.5
2023-02-26 07:50:00,1.686,2.417404827,88
2023-02-26 08:00:00,1.956,2.379015679,87.2
2023-02-26 08:20:00,2.728,2.688203943,82.8
2023-02-26 11:30:00,5.878,3.670227719,55.44
2023-02-26 12:30:00,5.393,3.342301855,55.46
2023-02-26 12:40:00,5.705,3.260653655,53.26
2023-02-26 13:50:00,6.257,3.259173765,50.49
2023-02-26 14:00:00,6.1,3.165933986,48.26
2023-02-26 14:10:00,5.988,3.841302457,48.16
2023-02-26 14:20:00,6.094,2.763527986,47.8
2023-02-26 14:30:00,6.021,3.176869055,46.88
2023-02-26 14:40:00,6.528,2.699338753,47.3
2023-02-26 14:50:00,6.951,3.182713733,46.94
2023-02-26 15:00:00,6.629,2.96195568,46.99
2023-02-26 15:10:00,6.769,3.555582074,44.03
2023-02-26 15:20:00,6.912,3.110952114,43.31
2023-02-26 15:30:00,6.958,3.664791265,45.5
2023-02-26 15:50:00,6.13,3.353774541,50.41
2023-02-26 16:00:00,6,3.59584374,48.07
2023-02-26 16:10:00,6.238,4.249061483,49.15
2023-02-26 16:20:00,6.284,3.357474851,48.81
2023-02-26 16:30:00,6.259,3.13180461,48.67
2023-02-26 16:40:00,6.335,3.255964325,48.84
2023-02-26 16:50:00,6.154,4.073774434,46.77
2023-02-26 17:00:00,5.76,2.970010087,47.32
2023-02-26 17:10:00,5.406,2.584497038,48.72
2023-02-26 17:20:00,5.235,2.698711375,50.16
2023-02-26 17:30:00,5.163,2.631969854,52.73
2023-02-26 17:40:00,4.955,2.970008671,53.35
2023-02-26 17:50:00,4.839,3.018801673,54.43
2023-02-26 18:00:00,4.684,3.057942945,55.59
2023-02-26 18:10:00,4.488,2.762339502,56.86
2023-02-26 18:20:00,4.208,2.629329504,58.18
2023-02-26 18:30:00,4.096,3.059448623,59.31
2023-02-26 18:40:00,4.039,3.45070668,59.93
2023-02-26 18:50:00,3.909,3.069281065,60.77
2023-02-26 19:00:00,3.734,2.74234724,61.31
2023-02-26 19:10:00,3.537,2.487106837,61.79
2023-02-26 19:20:00,3.438,2.742192841,61.76
2023-02-26 19:30:00,3.22,2.479444954,61.93
2023-02-26 19:40:00,3.084,2.811995717,61.41
2023-02-26 19:50:00,2.994,2.883469397,61.45
2023-02-26 20:00:00,2.861,2.635876982,61.72
2023-02-26 20:10:00,2.764,2.561797655,62.51
2023-02-26 20:20:00,2.64,2.353921818,62.82
2023-02-26 20:30:00,2.42,2.330944971,63.32
2023-02-26 20:40:00,2.317,2.424643868,63.98
2023-02-26 20:50:00,2.191,2.280321712,64.77
2023-02-26 21:00:00,2.053,2.104089945,65.47
2023-02-26 21:10:00,1.907,1.836323072,66.47
2023-02-26 21:20:00,1.747,1.642691592,67.15
2023-02-26 21:30:00,1.524,1.848815595,68.27
2023-02-26 21:40:00,1.432,1.829484242,68.79
2023-02-26 21:50:00,1.407,1.778529467,69.23
2023-02-26 22:00:00,1.318,1.641473528,69.68
2023-02-26 22:10:00,1.226,1.485320545,70.37
2023-02-26 22:20:00,1.157,1.632400019,70.85
2023-02-26 22:30:00,0.975,1.497607106,71.86
2023-02-26 22:40:00,0.882,1.669129479,72.69
2023-02-26 22:50:00,0.899,1.946173024,73.09
2023-02-26 23:00:00,0.995,1.941536082,73.45
2023-02-26 23:10:00,0.985,2.171935955,73.72
2023-02-26 23:20:00,0.833,2.520691798,74.4
2023-02-26 23:30:00,0.606,2.205334605,75.57
2023-02-26 23:40:00,0.423,2.101789087,76.12
2023-02-26 23:50:00,0.351,2.303488729,76.73
2023-02-27 00:00:00,0.207,2.2686525,77.56
2023-02-27 00:10:00,0.145,2.268208682,78.52
2023-02-27 00:20:00,0.117,2.106458707,78.81
2023-02-27 00:30:00,0.112,2.144998181,79.48
2023-02-27 00:40:00,0.048,1.906790318,79.75
2023-02-27 00:50:00,0.014,1.547405413,80
2023-02-27 01:00:00,0.066,1.590358514,80.2
2023-02-27 01:10:00,0.176,1.641035215,80
2023-02-27 01:20:00,0.257,1.863344108,79.92
2023-02-27 01:30:00,0.374,1.594089652,79.41
2023-02-27 01:40:00,0.369,1.380843096,79.99
2023-02-27 01:50:00,0.3,1.717096797,80.1
2023-02-27 02:00:00,0.258,1.770216151,80.5
2023-02-27 02:10:00,0.198,1.496107281,80.8
2023-02-27 02:20:00,0.114,1.524506418,81.4
2023-02-27 02:30:00,0.039,1.823182726,81.9
2023-02-27 02:40:00,0.086,2.096821447,82.5
2023-02-27 02:50:00,0.102,1.76739369,83.1
2023-02-27 03:00:00,-0.016,2.098212031,84
2023-02-27 03:10:00,0.01,1.794176137,85
2023-02-27 03:20:00,0.137,2.104946106,85.8
2023-02-27 03:30:00,0.314,2.492757857,86.6
2023-02-27 03:40:00,0.454,2.447361537,87.5
2023-02-27 03:50:00,0.648,2.079155161,88.5
2023-02-27 04:00:00,0.83,1.946952779,88.9
2023-02-27 04:10:00,0.924,2.137596601,89.3
2023-02-27 04:20:00,0.942,2.257490055,90.2
2023-02-27 04:30:00,1.094,2.054196908,90.5
2023-02-27 04:40:00,1.264,2.86859758,90.6
2023-02-27 04:50:00,1.401,2.571052185,90.7
2023-02-27 05:00:00,1.484,2.807493623,91
2023-02-27 05:10:00,1.499,2.856954839,91.5
2023-02-27 05:20:00,1.495,2.951207638,92.3
2023-02-27 05:30:00,1.582,2.591347862,92.7
2023-02-27 05:40:00,1.57,2.190840578,92.9
2023-02-27 05:50:00,1.628,1.792870341,93.2
2023-02-27 06:00:00,1.723,2.314584267,93.3
2023-02-27 06:10:00,1.825,2.463090779,93
2023-02-27 06:20:00,1.836,2.218088986,93.3
2023-02-27 06:30:00,1.916,3.350318369,93.5
2023-02-27 06:40:00,1.938,2.80071263,94
2023-02-27 06:50:00,1.94,2.543300816,94.7
2023-02-27 07:00:00,1.915,2.205243085,95.1
2023-02-27 07:10:00,1.883,2.133987936,95.7
2023-02-27 07:20:00,1.902,2.221581851,95.8
2023-02-27 07:30:00,1.899,2.023055988,95.9
2023-02-27 07:40:00,1.934,2.017634155,96
2023-02-27 07:50:00,1.964,2.081115704,96.2
2023-02-27 08:00:00,2.125,2.392303674,96.4
2023-02-27 08:10:00,2.312,2.665056029,96.4
2023-02-27 08:20:00,2.475,2.373559115,96.3
2023-02-27 08:30:00,2.599,2.280600331,96.5
2023-02-27 08:40:00,2.743,2.485662375,96.3
2023-02-27 08:50:00,2.858,2.384910179,96.5
2023-02-27 09:00:00,2.968,2.629838931,96
2023-02-27 09:10:00,3.127,2.25234154,96.1
2023-02-27 09:20:00,3.327,3.305237325,95.5
2023-02-27 09:30:00,3.596,3.236822513,93.3
2023-02-27 09:40:00,3.773,3.08330467,91.9
2023-02-27 09:50:00,3.948,3.512121528,90.9
2023-02-27 10:00:00,4.071,3.232444745,90.3
2023-02-27 11:00:00,4.928,3.061067638,84.2
2023-02-27 11:10:00,5.032,2.963718259,82.2
2023-02-27 11:20:00,5.037,2.969270998,83.1
2023-02-27 11:30:00,5.169,3.17271347,82.3
2023-02-27 12:00:00,4.866,2.972305639,85.8
2023-02-27 12:10:00,5.068,3.754287977,83.3
2023-02-27 12:40:00,5.556,2.948675725,78.87
2023-02-27 13:10:00,5.634,3.415547269,78.75
2023-02-27 13:20:00,5.817,3.883808134,76.85
2023-02-27 13:30:00,5.961,3.23287669,76.78
2023-02-27 13:40:00,5.873,3.2674617,79.66
2023-02-27 13:50:00,5.334,2.569748963,82.8
2023-02-27 14:00:00,5.458,2.18515409,80.7
2023-02-27 14:10:00,5.564,2.328654445,80.3
2023-02-27 14:20:00,5.835,1.710368007,80.2
2023-02-27 14:30:00,5.995,2.777106723,78.67
2023-02-27 14:40:00,5.94,3.368460145,80.1
2023-02-27 14:50:00,5.955,2.588469215,76.63
2023-02-27 15:00:00,6.288,3.595229374,73.41
2023-02-27 15:10:00,6.381,2.912865748,73.81
2023-02-27 15:20:00,6.496,3.17951509,73.46
2023-02-27 15:30:00,6.638,3.716464357,70.28
2023-02-27 15:40:00,6.693,3.401908598,70.52
2023-02-27 15:50:00,6.482,3.781296446,71.92
2023-02-27 16:00:00,6.396,3.675946195,71.65
2023-02-27 16:10:00,6.412,3.237556952,71.44
2023-02-27 16:20:00,6.366,3.196098979,71.68
2023-02-27 16:30:00,6.309,3.513291464,72.37
2023-02-27 16:40:00,6.266,4.042698114,70.93
2023-02-27 16:50:00,6.266,3.831637202,71.85
2023-02-27 17:00:00,6.217,3.121356535,74.51
2023-02-27 17:10:00,6.07,3.554559172,75.52
2023-02-27 17:20:00,5.886,3.150050105,76.24
2023-02-27 17:30:00,5.6,2.858534421,76.99
2023-02-27 17:40:00,5.403,3.105515162,77.2
2023-02-27 17:50:00,5.198,3.134735772,77.26
2023-02-27 18:00:00,5.026,3.204078935,76.97
2023-02-27 18:10:00,4.912,3.510097663,76.31
2023-02-27 18:20:00,4.825,3.594562706,75.54
2023-02-27 18:30:00,4.7,3.50537261,75
2023-02-27 18:40:00,4.595,3.231582196,75.43
2023-02-27 18:50:00,4.35,3.190296591,76.24
2023-02-27 19:00:00,4.126,3.235269924,77
2023-02-27 19:10:00,4.054,3.094828439,77.31
2023-02-27 19:20:00,3.934,2.99150712,77.76
2023-02-27 19:30:00,3.965,3.216997599,78.02
2023-02-27 19:40:00,4.014,3.434805836,78.38
2023-02-27 19:50:00,3.95,3.359379397,78.98
2023-02-27 20:00:00,3.8,3.169500849,79.84
2023-02-27 20:10:00,3.652,3.258319105,80.8
2023-02-27 20:20:00,3.51,3.210699544,82.2
2023-02-27 20:30:00,3.409,2.653148318,83.3
2023-02-27 20:40:00,3.274,2.605815447,84
2023-02-27 20:50:00,3.162,2.731567093,83.1
2023-02-27 21:00:00,3.025,2.592528739,85.4
2023-02-27 21:10:00,2.914,2.708976234,86.6
2023-02-27 21:20:00,2.721,2.498303092,87.4
2023-02-27 21:30:00,2.608,2.915756797,88.2
2023-02-27 21:40:00,2.529,2.730859493,88.8
2023-02-27 21:50:00,2.398,2.705149137,89.7
2023-02-27 22:00:00,2.298,2.259704505,90.1
2023-02-27 22:10:00,2.196,2.386152494,90.7
2023-02-27 22:20:00,2.156,2.397888325,91.1
2023-02-27 22:30:00,2.055,2.252747709,91.4
2023-02-27 22:40:00,2.039,2.505047088,91.7
2023-02-27 22:50:00,2.027,2.276321709,91.8
2023-02-27 23:00:00,2.035,2.090580611,92
2023-02-27 23:10:00,2.048,2.033969822,91.8
2023-02-27 23:20:00,2.046,1.816041156,91.7
2023-02-27 23:30:00,2.09,2.255565397,91.5
2023-02-27 23:40:00,2.116,2.308698129,91.5
2023-02-27 23:50:00,2.141,1.964361898,91.4
2023-02-28 00:00:00,2.086,1.843995254,91.8
2023-02-28 00:10:00,1.989,1.85808234,92
2023-02-28 00:20:00,1.911,1.467740134,92
2023-02-28 00:30:00,1.765,1.670194289,92.8
2023-02-28 00:40:00,1.827,2.052998874,93.4
2023-02-28 00:50:00,2.045,2.391671207,93.8
2023-02-28 01:00:00,2.064,2.16389664,94
2023-02-28 01:10:00,2.088,1.833330095,94.3
2023-02-28 01:20:00,2.144,1.892012305,93.8
2023-02-28 01:30:00,2.046,1.622189959,93.7
2023-02-28 01:40:00,1.96,1.681119704,93.4
2023-02-28 01:50:00,2.038,2.074894403,92.5
2023-02-28 02:00:00,2.083,1.978088976,92
